crop,area_feddans,season,soil_type,region,seed_cost_egp,fertilizer_cost_egp,irrigation_cost_egp,labor_cost_egp,pesticide_cost_egp,profit_per_feddan_egp,price_egp_per_ton
Potato,44,Winter,Sandy,Sinai,92588,15735,23899,26282,13712,14752,6054
Wheat,149,Winter,Clay,Sinai,11417,10441,58,12079,16650,32650,19256
Rice,334,Summer,Loamy,Delta,0,39941,16290,0,7715,86091,23712
Fava Beans,18,Winter,Clay,Upper_Egypt,1999,6167,737,2690,835,14825,44533
Potato,35,Winter,Loamy,NewLands,45071,73818,10040,62188,25786,34537,5655
Tomato,12,Nile,Clay,Upper_Egypt,0,32291,0,20510,38029,23814,4770
Wheat,28,Winter,Clay,North_Coast,0,994,2981,22372,3898,28936,17953
Rice,28,Summer,Clay,Delta,66201,35376,23142,13774,0,87649,23274
Sugarcane,15,Nile,Clay,Upper_Egypt,26420,27189,25611,31193,7818,113933,2500
Maize,29,Summer,Clay,Delta,21208,0,2383,0,4338,26908,13320
Sugarcane,438,Nile,Clay,Upper_Egypt,92297,26467,63756,42824,8852,93206,2500
Tomato,36,Winter,Sandy,Upper_Egypt,43823,11550,29715,95701,36940,37466,4589
Tomato,26,Nile,Loamy,Delta,0,43970,40503,31786,21630,20669,4195
Maize,90,Summer,Loamy,Upper_Egypt,33738,17461,6186,13532,3605,31142,13016
Cotton,29,Summer,Sandy,Delta,41422,0,5530,9409,0,9184,27357
Sugarcane,10,Nile,Loamy,Upper_Egypt,17507,14977,16576,17092,4509,97584,2500
Cotton,50,Summer,Clay,Upper_Egypt,41999,36925,23561,31824,25683,21382,29269
Potato,40,Winter,Sandy,Delta,0,50550,43661,0,20679,30379,5635
Rice,100,Summer,Loamy,Delta,81143,55514,59469,53635,30191,83645,23088
Tomato,15,Nile,Loamy,Sinai,70010,15592,0,47785,20583,48487,4057
Tomato,90,Winter,Loamy,Upper_Egypt,46251,11436,6953,54776,12501,20748,4908
Rice,50,Summer,Loamy,Delta,35636,29698,29156,27848,18839,78181,23000
Fava Beans,56,Winter,Loamy,North_Coast,28623,11630,9634,0,4830,15246,44500
Potato,7,Nile,Loamy,Delta,13547,8957,9313,11079,4119,61735,5751
Tomato,82,Nile,Loamy,Delta,21859,38421,39908,19356,8045,36352,4485
Maize,10,Summer,Loamy,North_Coast,6716,4790,4465,4892,2658,31073,13254
Tomato,62,Nile,Sandy,Sinai,0,42480,0,25624,4166,37943,4038
Fava Beans,85,Winter,Clay,Upper_Egypt,1115,0,2565,5741,7940,19992,44402
Potato,48,Winter,Loamy,North_Coast,0,48453,21254,34181,4361,32467,5766
Cotton,146,Summer,Sandy,NewLands,0,17234,5711,12918,6479,13455,27952
Rice,70,Summer,Loamy,Delta,26956,10276,20641,3086,8028,75438,22530
Fava Beans,73,Winter,Sandy,Delta,10211,11525,89,3287,4878,23559,44429
Fava Beans,19,Winter,Clay,North_Coast,6444,4835,14689,84,905,20696,44633
Tomato,34,Nile,Loamy,Delta,21133,12295,9666,29069,118,38436,4532
Potato,30,Winter,Sandy,North_Coast,50229,42077,32606,37700,18532,28244,6060
Cotton,56,Summer,Sandy,NewLands,20346,30262,22052,33899,0,14930,31041
Cotton,141,Summer,Loamy,Upper_Egypt,32001,0,5083,12874,31672,14659,29651
Rice,351,Summer,Clay,North_Coast,7055,2283,13327,0,15397,78376,23225
Tomato,70,Nile,Sandy,Sinai,0,6270,43287,25767,15368,38802,4372
Potato,20,Nile,Clay,Delta,61186,24334,29869,62848,8173,39024,6102
Maize,1,Summer,Calcareous,North_Coast,760,626,542,572,309,26907,12860
Cotton,26,Nile,Clay,NewLands,25049,4787,11375,14876,14480,15949,26416
Rice,195,Summer,Loamy,Delta,37801,36249,20483,17320,11970,86207,22923
Tomato,5,Summer,Loamy,Sinai,7640,6332,6993,7759,4569,41414,5040
Tomato,20,Summer,Clay,North_Coast,23965,18939,25136,29273,14537,45234,4823
Maize,64,Summer,Clay,Delta,7553,6560,9783,15655,4408,34838,13293
Wheat,2,Winter,Calcareous,Upper_Egypt,1588,1259,899,1162,646,36762,18991
Rice,73,Summer,Clay,Delta,0,20499,15305,28506,12911,81220,23051
Tomato,15,Nile,Loamy,Delta,20336,16228,15498,19463,9818,39985,4504
Sugarcane,20,Summer,Clay,Upper_Egypt,33534,33818,31617,30696,8405,105562,2500
Fava Beans,81,Nile,Sandy,Delta,92,4111,17236,4838,6145,23701,44453
Maize,223,Summer,Clay,Upper_Egypt,19299,16030,10466,12067,7537,24086,13195
Tomato,2,Nile,Loamy,Upper_Egypt,3333,2637,2593,3117,1950,28176,4944
Rice,10,Summer,Loamy,Delta,9077,6441,6883,5354,3522,84078,22920
Potato,100,Nile,Clay,North_Coast,168431,99465,102490,119940,53943,26145,5679
Maize,10,Summer,Sandy,Upper_Egypt,6536,5625,4470,4422,2977,18304,13023
Sugarcane,1,Nile,Clay,Upper_Egypt,2433,2119,1630,2185,690,86485,2500
Sugarcane,50,Nile,Sandy,Upper_Egypt,19109,1950,41317,11932,13529,111447,2500
Fava Beans,6,Winter,Loamy,Upper_Egypt,15605,8619,3505,7545,4291,22510,44155
Wheat,113,Winter,Clay,Sinai,17427,25449,10886,18292,896,20914,18152
Sugarcane,2,Nile,Loamy,Upper_Egypt,3793,3923,3380,4333,1289,111441,2500
Cotton,83,Summer,Loamy,Delta,34246,0,17476,38168,7593,15635,29130
Sugarcane,306,Nile,Sandy,NewLands,32873,34574,27584,45780,16700,98548,2500
Rice,2,Summer,Loamy,Delta,2069,1656,1761,1376,891,81870,22740
Wheat,7,Winter,Calcareous,Sinai,6162,4241,3145,3356,2155,16483,19093
Potato,67,Winter,Loamy,NewLands,0,23878,7192,15607,8643,25299,6138
Tomato,5,Summer,Clay,Sinai,7410,5043,6621,6835,4090,58489,4549
Cotton,130,Summer,Sandy,Delta,0,0,23034,29741,10876,12397,30719
Tomato,2,Nile,Clay,Upper_Egypt,3568,2740,2446,2957,1729,40312,3919
Maize,164,Summer,Sandy,Upper_Egypt,17149,0,7407,9169,10206,27632,13314
Maize,118,Summer,Loamy,North_Coast,11230,21350,11075,5114,11991,43910,13002
Rice,434,Nile,Loamy,Delta,14685,20435,5994,22529,9411,73392,23385
Maize,11,Summer,Sandy,North_Coast,29596,20817,10205,0,5889,26539,12723
Sugarcane,2,Nile,Loamy,Upper_Egypt,4762,3666,3085,3771,1188,83764,2500
Sugarcane,186,Nile,Clay,Upper_Egypt,58191,0,0,24528,0,105751,2500
Potato,21,Nile,Loamy,North_Coast,13260,2707,9634,62152,13236,39655,6168
Fava Beans,5,Winter,Calcareous,North_Coast,2876,1596,1370,1924,1072,20458,44365
Tomato,34,Nile,Sandy,Delta,0,6877,33693,72266,19974,45735,4037
Rice,170,Summer,Loamy,NewLands,27981,3640,24131,0,3168,84707,23647
Sugarcane,460,Nile,Clay,NewLands,55374,45203,55791,37526,21710,111072,2500
Rice,69,Nile,Loamy,Delta,20508,22322,0,10628,8640,83536,23944
Tomato,21,Nile,Loamy,Delta,2511,23841,30517,65566,18887,25098,4023
Rice,325,Summer,Clay,Delta,16552,9669,19404,20214,9754,86336,23367
Potato,30,Winter,Sandy,North_Coast,52192,35418,32683,42213,17704,18905,5751
Tomato,25,Nile,Clay,North_Coast,39385,23269,47252,55362,27779,39212,4681
Tomato,6,Nile,Loamy,Delta,45090,63105,49931,13510,15190,24256,4179
Fava Beans,70,Winter,Calcareous,Delta,10725,0,2917,1172,9251,25657,44477
Tomato,92,Nile,Loamy,Delta,22392,21795,50934,32242,15364,38417,4435
Sugarcane,149,Summer,Clay,Upper_Egypt,0,18017,95423,79188,8133,99778,2500
Cotton,15,Summer,Sandy,Upper_Egypt,17847,10429,8906,9597,7967,12810,30886
Rice,2,Summer,Loamy,Delta,1807,1349,1910,1553,768,80266,22706
Rice,489,Summer,Loamy,North_Coast,10092,8921,5796,26237,10782,83970,22869
Potato,5,Nile,Loamy,North_Coast,10410,7722,6954,6423,3411,28238,5357
Fava Beans,7,Winter,Clay,Sinai,4017,2133,1945,3054,1177,24187,44115
Sugarcane,10,Summer,Clay,Upper_Egypt,17869,16313,16313,18703,5166,120924,2500
Sugarcane,35,Nile,Clay,Upper_Egypt,56097,40287,32198,60266,19212,94666,2500
Wheat,59,Winter,Calcareous,North_Coast,29567,17154,15160,0,21320,38386,18779
Fava Beans,83,Winter,Clay,Upper_Egypt,25814,15555,18569,6048,4037,29140,44498
Fava Beans,20,Winter,Sandy,North_Coast,11823,5677,5969,8255,3998,24208,44461
Cotton,10,Summer,Calcareous,Delta,10706,7984,6181,6762,5658,18457,29876
Potato,47,Nile,Sandy,NewLands,27035,20806,9714,18128,21285,57459,6269
Maize,5,Summer,Loamy,NewLands,3928,3204,2522,2164,1597,28285,12693
Maize,14,Summer,Loamy,Delta,7211,5365,2214,5005,14746,34915,13335
Cotton,115,Summer,Calcareous,Upper_Egypt,0,6411,16292,22137,12452,13677,30850
Potato,53,Winter,Sandy,Delta,0,44475,0,0,18287,31836,6370
Wheat,154,Winter,Sandy,Delta,18930,0,6647,14565,10848,32843,18616
Fava Beans,79,Winter,Loamy,Delta,25298,6471,897,473,1755,29087,44504
Potato,94,Nile,Sandy,Sinai,0,10163,30160,10305,14876,27586,6343
Fava Beans,10,Winter,Sandy,Delta,5112,2748,2891,4392,2137,19560,44590
Fava Beans,15,Winter,Sandy,Upper_Egypt,8821,4873,4517,5905,2382,20300,44448
Tomato,40,Nile,Calcareous,North_Coast,30213,7832,0,0,17236,54041,4166
Potato,20,Nile,Loamy,North_Coast,39033,27894,21804,22703,10849,25776,6005
Wheat,56,Nile,Loamy,Delta,12255,0,24873,19077,3326,32410,19138
Cotton,37,Summer,Sandy,Upper_Egypt,0,28384,20907,9715,15060,17439,28102
Potato,84,Nile,Sandy,Delta,74303,43734,14900,53578,19570,43171,5077
Rice,100,Summer,Loamy,Delta,71196,55235,61750,51741,29028,82288,23095
Potato,82,Winter,Sandy,Sinai,77110,23084,22963,49061,4196,34235,5975
Tomato,3,Winter,Calcareous,North_Coast,6637,0,0,0,9163,47267,4493
Wheat,3,Winter,Clay,NewLands,2459,1736,1454,1879,1044,40085,18525
Sugarcane,489,Nile,Clay,Upper_Egypt,5575,1011,73093,66945,4410,95834,2500
Sugarcane,207,Summer,Clay,Upper_Egypt,23227,13501,53787,7252,0,95158,2500
Cotton,20,Summer,Sandy,Upper_Egypt,19629,14442,12650,15751,8952,11532,27594
Cotton,7,Summer,Calcareous,Delta,7389,5797,4627,5634,4071,17262,28680
Fava Beans,60,Nile,Clay,Delta,0,195,6999,9233,3644,28507,44485
Fava Beans,10,Winter,Loamy,Upper_Egypt,5765,3224,2644,4042,1703,30546,44253
Cotton,3,Summer,Clay,NewLands,3556,2905,2084,2440,1555,16604,29597
Cotton,138,Summer,Loamy,Upper_Egypt,37295,16156,15288,13710,15661,17203,32181
Cotton,46,Nile,Clay,NewLands,18652,13583,0,15280,11053,14722,29874
Maize,261,Summer,Sandy,Delta,32395,21225,12516,13430,4110,33083,13088
Tomato,5,Summer,Clay,Sinai,6542,5854,6110,8067,4397,26524,3866
Potato,66,Winter,Sandy,North_Coast,77465,0,44135,2464,0,23627,5581
Rice,386,Summer,Loamy,Delta,16630,24827,14105,18976,13439,86886,22785
Rice,3,Nile,Loamy,Delta,17514,13777,17365,26153,0,86296,22818
Potato,7,Nile,Loamy,North_Coast,13859,10654,9336,10323,3909,62047,6703
Sugarcane,357,Nile,Clay,Upper_Egypt,44224,51233,68098,27246,1534,106474,2500
Wheat,2,Winter,Sandy,Delta,1888,1193,970,1109,751,30830,17888
Potato,76,Nile,Loamy,North_Coast,45111,33104,6080,16751,8935,45801,6091
Potato,5,Winter,Sandy,Sinai,9484,7716,5637,6885,2723,22684,6240
Rice,45,Summer,Clay,NewLands,33405,28590,32152,1749,0,75616,23655
Sugarcane,2,Nile,Clay,Upper_Egypt,4566,4139,3271,4652,1121,101748,2500
Rice,52,Summer,Clay,NewLands,0,28364,17625,12671,0,78108,22417
Potato,10,Nile,Loamy,Delta,19917,13347,13161,14886,5492,41808,5466
Fava Beans,15,Winter,Clay,Delta,3099,10088,10471,0,169,14825,44312
Tomato,1,Nile,Loamy,Sinai,1530,1441,1429,1510,1022,46892,4315
Maize,30,Summer,Sandy,North_Coast,19880,16558,11417,11719,7108,27067,13153
Sugarcane,151,Nile,Clay,NewLands,27808,60482,8511,73519,6342,102221,2500
Maize,206,Summer,Calcareous,Delta,13075,12233,18475,468,1178,25208,13002
Potato,35,Nile,Sandy,NewLands,65791,50205,24367,28218,5421,18517,5756
Cotton,59,Nile,Sandy,Delta,35521,0,24263,2414,0,15691,30058
Tomato,94,Nile,Sandy,Sinai,0,19254,35080,0,18222,57308,4052
Fava Beans,30,Winter,Clay,North_Coast,10275,8046,6433,0,1817,24799,44816
Cotton,10,Summer,Sandy,Upper_Egypt,12655,7629,6243,7425,5344,10795,27584
Wheat,149,Nile,Clay,Delta,2147,13535,9587,6835,8834,39849,18497
Tomato,50,Winter,Loamy,North_Coast,48150,47091,18291,3078,21854,25653,5303
Wheat,49,Winter,Sandy,Sinai,32520,617,28306,26009,2180,40177,18414
Rice,3,Summer,Loamy,Delta,2487,2350,2453,1887,1305,71167,22891
Tomato,94,Winter,Calcareous,Delta,31315,26805,20298,62815,17119,35387,4261
Wheat,115,Winter,Loamy,Upper_Egypt,0,2613,0,22772,2863,23005,18326
Rice,30,Summer,Loamy,Delta,24612,20616,20080,17911,11140,77858,23789
Cotton,72,Summer,Sandy,Delta,13734,0,25709,28527,10723,9639,26735
Fava Beans,5,Winter,Sandy,Upper_Egypt,17932,2883,9677,4710,1698,25686,44732
Wheat,32,Winter,Sandy,Upper_Egypt,18920,4281,16588,0,5623,28670,17741
Maize,64,Summer,Sandy,Upper_Egypt,5268,10132,0,15141,7151,40961,12948
Maize,20,Summer,Sandy,North_Coast,12227,9498,7185,9378,5200,19409,12903
Rice,15,Summer,Clay,Delta,10833,9512,9769,8200,6148,86773,23338
Cotton,15,Summer,Loamy,Upper_Egypt,17613,12688,8173,9931,8450,15371,27598
Wheat,167,Winter,Clay,North_Coast,19959,20862,0,0,1524,33792,18627
Rice,253,Nile,Clay,Delta,36,3141,11752,23608,2731,85463,24163
Maize,2,Summer,Calcareous,NewLands,1671,1295,977,1188,728,24014,12642
Wheat,3,Winter,Clay,Upper_Egypt,2454,1768,1459,1810,985,50538,18499
Maize,5,Summer,Loamy,Delta,3123,2827,1964,2780,1794,34523,12838
Wheat,154,Winter,Sandy,Upper_Egypt,31431,38431,8278,27258,13548,37516,18610
Cotton,35,Summer,Clay,NewLands,0,14202,4806,18328,13763,16384,29872
Cotton,100,Summer,Calcareous,Delta,93862,67512,43994,66592,47475,12951,28943
Tomato,30,Summer,Loamy,Upper_Egypt,38467,34716,36415,41506,23171,44792,4631
Wheat,162,Winter,Loamy,Upper_Egypt,6742,28152,9469,0,2402,23642,19258
Potato,32,Winter,Sandy,North_Coast,14107,0,50416,82421,14500,48824,5832
Rice,113,Summer,Clay,Delta,3071,39684,0,8273,2666,83783,23414
Potato,7,Winter,Loamy,Sinai,12125,10210,9438,10166,4947,46112,5181
Fava Beans,28,Winter,Loamy,Upper_Egypt,12247,7309,7238,4272,5113,30573,44357
Wheat,38,Winter,Clay,Delta,0,8642,7338,833,0,38455,18632
Maize,67,Summer,Sandy,Delta,15104,19666,10064,4915,2954,31598,13438
Cotton,88,Summer,Loamy,Delta,40302,34534,10659,34765,1117,17809,30345
Tomato,7,Nile,Clay,Upper_Egypt,10604,9007,9039,9014,4883,58577,4280
Rice,50,Summer,Clay,Delta,36067,33586,29510,27064,16317,87528,23000
Maize,34,Summer,Clay,NewLands,17198,21049,8143,7460,2189,27111,12673
Sugarcane,418,Summer,Clay,NewLands,82956,75459,38361,63637,19551,107638,2500
Tomato,15,Nile,Clay,Upper_Egypt,17921,15284,16848,20600,10708,62917,4803
Tomato,76,Summer,Clay,North_Coast,25760,51096,61356,39146,14513,42046,4219
Rice,100,Summer,Clay,Delta,63144,51083,66840,55828,35111,80295,22730
Tomato,96,Nile,Sandy,Upper_Egypt,37366,31187,11505,17521,26351,32233,4534
Rice,456,Summer,Clay,NewLands,8040,0,0,10758,17541,80987,22750
Fava Beans,5,Winter,Sandy,North_Coast,3211,1369,1695,2086,1114,16676,44491
Potato,59,Nile,Loamy,Delta,33957,55167,4713,6438,27358,13513,7187
Rice,68,Summer,Clay,Delta,0,14406,15315,12446,6628,77259,22858
Tomato,2,Summer,Clay,Upper_Egypt,3409,2469,2988,3352,1845,58232,4260
Rice,21,Summer,Clay,Delta,16277,37992,10825,0,11655,83013,22628
Tomato,71,Nile,Sandy,Sinai,37773,22573,47211,11711,0,28002,4743
Cotton,5,Summer,Calcareous,Upper_Egypt,5414,4391,3272,4519,2790,14153,29590
Fava Beans,74,Winter,Clay,Delta,0,12784,328,16288,6100,25818,44403
Wheat,5,Winter,Loamy,Sinai,3943,3405,2154,2583,1781,34409,19031
Sugarcane,240,Nile,Loamy,NewLands,75935,20516,21105,69780,11256,102647,2500
Cotton,24,Summer,Loamy,Upper_Egypt,42787,13421,18116,4932,1685,14202,29000
Tomato,1,Nile,Loamy,North_Coast,1785,1513,1322,1690,1030,40858,3600
Fava Beans,58,Nile,Clay,Delta,10514,14249,0,20,6330,19715,44653
Tomato,60,Summer,Loamy,Sinai,33667,13526,6825,16548,21448,40799,4118
Cotton,7,Summer,Calcareous,Upper_Egypt,8018,5881,4661,5379,3878,8820,30956
Potato,1,Nile,Clay,Sinai,2591,1417,1323,1782,656,40861,4780
Rice,215,Nile,Clay,Delta,20799,0,23152,11490,18027,79771,23513
Cotton,5,Summer,Sandy,Delta,5280,4015,3259,4518,2564,14840,28142
Fava Beans,48,Winter,Clay,Upper_Egypt,3637,12652,2717,495,2795,29698,44611
Maize,282,Summer,Sandy,North_Coast,2088,11236,1122,0,0,25549,13027
Maize,140,Summer,Sandy,Delta,22731,17076,12669,15315,7686,32586,12756
Fava Beans,20,Winter,Calcareous,NewLands,11237,4848,6313,8115,3609,25214,44440
Cotton,7,Nile,Clay,Upper_Egypt,0,21976,26646,19366,4194,11198,30810
Fava Beans,14,Winter,Sandy,Upper_Egypt,15986,14144,14215,5705,3247,29809,44517
Wheat,7,Winter,Clay,Delta,5701,4942,3429,4004,2307,44764,18685
Fava Beans,9,Winter,Loamy,Delta,15395,2661,5452,3811,788,20036,44799
Cotton,33,Summer,Loamy,NewLands,18885,0,6484,18950,0,15006,27645
Fava Beans,99,Winter,Clay,Sinai,14035,8959,5123,3682,4445,32770,44745
Cotton,138,Summer,Clay,Upper_Egypt,7064,29357,24565,7255,4451,16903,29991
Sugarcane,4,Summer,Loamy,Upper_Egypt,30926,35581,29023,24449,260,112802,2500
Maize,143,Summer,Clay,North_Coast,7725,16385,0,11202,3533,31726,12651
Cotton,56,Summer,Clay,NewLands,14617,3931,0,10907,8543,12863,29579
Maize,254,Summer,Sandy,NewLands,0,5922,24032,0,476,33653,13281
Maize,194,Summer,Sandy,NewLands,929,3715,14585,8478,9539,28761,12987
Wheat,2,Winter,Loamy,Sinai,1879,1424,1093,1282,722,26336,19120
Sugarcane,428,Summer,Clay,Upper_Egypt,25355,71141,9064,0,10641,103886,2500
Wheat,47,Winter,Loamy,Upper_Egypt,16281,7467,0,10895,4028,40500,18405
Potato,45,Nile,Sandy,North_Coast,4177,36385,0,12356,0,14960,5205
Fava Beans,29,Winter,Clay,Sinai,3041,6057,4069,0,9502,27268,44556
Rice,234,Summer,Clay,Delta,47202,0,18310,32831,13266,84793,23510
Tomato,3,Nile,Clay,Sinai,4340,3851,4310,4790,2860,28341,4233
Sugarcane,228,Nile,Sandy,Upper_Egypt,19632,0,13428,82056,0,101639,2500
Fava Beans,72,Winter,Loamy,Delta,0,7165,6159,23452,0,35079,44531
Fava Beans,91,Winter,Loamy,Delta,5130,2714,3452,3792,4892,27917,44567
Sugarcane,40,Summer,Clay,Upper_Egypt,0,18506,0,48417,0,113935,2500
Cotton,91,Summer,Clay,Upper_Egypt,30751,15643,5214,23744,2014,9804,31582
Potato,16,Nile,Loamy,Delta,49744,0,42732,0,3767,23525,5312
Wheat,179,Winter,Loamy,Upper_Egypt,0,13509,0,19978,0,29387,18730
Potato,100,Nile,Clay,North_Coast,176992,122802,91222,127074,53302,27640,6650
Wheat,196,Winter,Sandy,Upper_Egypt,27429,15477,14174,5656,0,29408,17575
Fava Beans,5,Winter,Clay,Delta,2533,1600,1814,2262,941,23260,44549
Fava Beans,39,Winter,Clay,North_Coast,0,9061,1245,1458,5630,33378,44425
Maize,48,Summer,Loamy,NewLands,12520,7066,0,9563,2194,24819,13000
Maize,109,Nile,Loamy,Delta,0,4853,6318,2612,7532,28898,13120
Potato,12,Nile,Clay,Delta,27890,9254,29083,20403,0,44200,5657
Fava Beans,98,Winter,Sandy,Sinai,5187,926,11356,7165,3262,18363,44399
Sugarcane,411,Nile,Loamy,Upper_Egypt,86943,59098,35556,98131,0,103732,2500
Cotton,25,Summer,Calcareous,NewLands,25727,15415,14071,32324,11328,22879,28316
Maize,30,Summer,Clay,Delta,20805,13086,10706,11889,9318,51987,12719
Potato,32,Nile,Sandy,Delta,15536,16023,17042,90407,7309,43996,6347
Sugarcane,397,Summer,Clay,Upper_Egypt,78695,62122,21857,105419,15180,91867,2500
Wheat,20,Winter,Calcareous,Upper_Egypt,15485,10797,7207,8763,6164,22853,18723
Fava Beans,35,Winter,Sandy,Delta,3159,0,2475,12991,4736,23328,44571
Wheat,20,Winter,Calcareous,Sinai,13688,11033,8269,9780,4912,36177,17600
Sugarcane,27,Summer,Sandy,NewLands,32405,17045,0,0,16571,96642,2500
Rice,20,Summer,Loamy,Delta,16619,14366,16101,12460,7398,68999,23686
Maize,3,Summer,Loamy,NewLands,2561,2038,1565,1487,970,30539,12749
Tomato,80,Nile,Loamy,Sinai,24347,30467,53338,36075,8905,48187,4214
Fava Beans,15,Winter,Sandy,Upper_Egypt,16057,7656,12897,16488,1203,24912,44571
Cotton,106,Summer,Sandy,Delta,37142,9739,3477,0,0,15454,30946
Tomato,81,Nile,Loamy,Upper_Egypt,0,24126,12996,60303,24996,43442,4307
Rice,137,Summer,Loamy,Delta,4908,0,0,32112,4330,73336,22657
Fava Beans,84,Winter,Calcareous,Delta,0,4208,4888,14034,1261,18343,44715
Fava Beans,34,Winter,Clay,Sinai,25110,21172,15339,867,3733,27020,44763
Fava Beans,97,Winter,Sandy,Sinai,34400,425,12890,0,2571,21474,44649
Tomato,16,Nile,Sandy,Upper_Egypt,33671,0,59110,65018,19305,51286,4455
Cotton,10,Summer,Loamy,NewLands,11385,6912,6526,7278,5546,12213,28708
Maize,83,Summer,Calcareous,Upper_Egypt,8290,0,2784,5005,618,25338,12791
Fava Beans,87,Winter,Loamy,Sinai,12474,0,0,18606,6804,19701,44580
Potato,83,Winter,Sandy,Delta,46938,45140,13242,65435,18006,34808,6193
Potato,50,Winter,Sandy,Sinai,26554,33527,48066,3721,20288,34682,6774
Cotton,20,Summer,Sandy,NewLands,38496,16288,27966,1333,0,15456,30759
Potato,20,Winter,Sandy,North_Coast,37240,24795,19651,24075,11625,16364,5056
Fava Beans,81,Winter,Loamy,Upper_Egypt,24536,7460,355,6762,6635,18174,44660
Wheat,97,Winter,Sandy,North_Coast,14949,11410,0,10512,5499,25743,17942
Tomato,47,Summer,Sandy,Delta,36556,31348,13329,13572,17135,38044,4249
Fava Beans,5,Winter,Sandy,North_Coast,3309,1394,1565,2303,1112,21649,44539
Cotton,145,Summer,Sandy,Upper_Egypt,43490,21062,12717,22242,28173,14980,32650
Tomato,8,Summer,Sandy,Sinai,39661,76355,40858,20317,21335,34449,5778
Maize,2,Summer,Calcareous,NewLands,1548,1299,953,1017,710,18661,13193
Potato,61,Winter,Sandy,Delta,8644,0,37529,52243,8212,30247,5837
Rice,12,Summer,Loamy,Delta,21987,22070,0,7348,0,80817,23307
Tomato,65,Nile,Loamy,Upper_Egypt,76982,18164,5343,5172,7375,48116,4806
Fava Beans,36,Winter,Loamy,Delta,1988,9914,0,282,3965,26539,44453
Maize,236,Summer,Calcareous,North_Coast,0,0,0,0,7534,25753,13525
Wheat,50,Winter,Calcareous,NewLands,30956,25740,17564,24680,13655,28172,18518
Rice,287,Nile,Clay,Delta,29584,430,27677,6372,3620,74034,23286
Cotton,40,Summer,Sandy,Delta,40129,38860,29591,5438,17002,13037,30781
Wheat,47,Winter,Clay,North_Coast,11603,42658,20996,6296,0,28902,18608
Cotton,10,Summer,Clay,NewLands,12357,8170,5167,6608,4827,13161,31024
Rice,20,Summer,Clay,Delta,17704,11904,15995,11866,6700,89132,22646
Tomato,20,Winter,Sandy,Sinai,44422,40420,23538,34045,3138,38354,4173
Tomato,87,Nile,Calcareous,Delta,0,0,0,52361,3069,41029,3936
Cotton,19,Summer,Sandy,Upper_Egypt,17899,33979,32717,0,18756,18000,30463
Rice,5,Summer,Clay,Delta,4446,3512,4222,3573,2003,72690,23448
Maize,269,Summer,Clay,Delta,20729,18698,10636,4941,9278,38060,13151
Potato,7,Nile,Loamy,Sinai,11708,10053,8777,10272,3727,32904,6935
Cotton,145,Summer,Sandy,NewLands,0,17414,18159,18015,4937,11319,29837
Fava Beans,48,Winter,Clay,Delta,5012,0,7463,4655,706,25359,44602
Maize,3,Summer,Calcareous,Upper_Egypt,2226,1788,1391,1517,1041,30316,12718
Maize,258,Summer,Calcareous,North_Coast,497,0,671,21708,8170,24683,12915
Cotton,87,Summer,Sandy,Delta,16314,12969,34956,0,9167,17952,30823
Wheat,24,Nile,Clay,Delta,14322,16427,12002,17442,6088,30872,18809
Fava Beans,67,Winter,Loamy,North_Coast,1684,10953,6596,0,4319,27861,44457
Wheat,134,Winter,Sandy,NewLands,18327,22123,2132,8371,11865,32596,18377
Fava Beans,26,Winter,Clay,Upper_Egypt,18605,4874,6085,3123,3459,16440,44272
Rice,3,Summer,Clay,Delta,2678,2442,2519,2143,1266,74864,22795
Wheat,113,Winter,Loamy,Upper_Egypt,11337,15598,8216,26237,0,21969,18829
Tomato,93,Nile,Loamy,Delta,69477,59900,40037,59235,7686,16203,4669
Fava Beans,66,Winter,Sandy,Sinai,9395,4067,9423,23821,4850,26085,44576
Maize,290,Summer,Clay,NewLands,0,18311,9383,7679,7087,29907,13037
Maize,100,Summer,Calcareous,Upper_Egypt,63741,47365,37562,42833,25921,33454,13025
Maize,195,Summer,Calcareous,Upper_Egypt,23562,28675,476,10637,0,28327,12838
Cotton,26,Summer,Sandy,Delta,45801,28633,9197,22821,12298,12367,30827
Sugarcane,15,Summer,Loamy,Upper_Egypt,26897,26901,19624,29094,7299,100396,2500
Maize,107,Summer,Clay,Delta,22190,10285,0,1805,10121,30419,13161
