nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,soil_ph,organic_matter_pct,temperature_avg_c,humidity_pct,rainfall_mm,soil_type,region,season,recommended_crop
102.8,35.8,217.8,6.76,2.558,17.1,67.1,16.4,Sandy,Delta,Nile,Potato
107.1,39.4,211.5,6.9,1.6,28.9,47.6,2.4,Loamy,Upper_Egypt,Nile,Sugarcane
77.4,45.0,139.8,6.93,1.249,41.5,32.0,7.9,Loamy,NewLands,Summer,Cotton
52.1,45.4,182.5,7.3,1.2,39.6,36.6,2.2,Loamy,Upper_Egypt,Nile,Cotton
94.8,35.8,165.7,6.8,2.2,22.7,50.7,2.5,Loamy,Upper_Egypt,Summer,Maize
101.8,46.1,239.4,6.7,2.1,34.5,46.5,2.4,Clay,Upper_Egypt,Summer,Sugarcane
105.6,40.9,157.8,6.23,1.95,37.7,82.0,8.8,Loamy,Delta,Summer,Rice
108.0,26.8,174.8,6.2,1.9,36.6,43.8,3.6,Clay,NewLands,Summer,Sugarcane
89.6,49.4,123.1,6.84,2.364,11.6,41.3,6.5,Loamy,Delta,Winter,Wheat
71.3,29.8,169.3,7.0,1.5,33.6,23.0,5.2,Loamy,Upper_Egypt,Summer,Cotton
86.5,32.0,199.8,6.9,2.3,37.2,46.7,3.5,Clay,NewLands,Nile,Sugarcane
91.8,28.7,177.6,6.1,2.219,26.4,69.4,0.3,Loamy,NewLands,Summer,Maize
112.0,35.3,154.7,5.56,3.165,38.0,62.6,1.7,Loamy,Delta,Nile,Rice
78.2,30.1,197.7,6.4,2.1,31.6,47.3,5.7,Loamy,North_Coast,Nile,Tomato
110.0,25.6,239.1,6.88,3.162,36.3,80.1,5.7,Clay,North_Coast,Summer,Rice
91.3,43.3,184.9,6.0,1.9,33.1,75.5,5.5,Clay,Delta,Summer,Rice
63.6,25.6,228.5,6.68,2.888,30.7,48.2,1.5,Clay,Upper_Egypt,Summer,Tomato
72.6,38.9,176.3,7.2,2.3,16.5,40.9,23.8,Clay,North_Coast,Winter,Wheat
28.6,32.9,183.5,6.35,2.232,13.8,64.2,49.9,Sandy,North_Coast,Winter,Fava Beans
77.8,26.0,170.3,6.9,2.0,17.3,57.9,34.4,Sandy,North_Coast,Winter,Wheat
91.0,38.2,250.2,6.1,2.6,30.2,74.7,9.3,Loamy,Delta,Nile,Rice
78.7,40.0,166.6,7.3,1.5,18.2,53.5,21.3,Loamy,Delta,Nile,Wheat
99.2,23.1,131.8,7.37,1.779,12.5,52.7,49.2,Clay,Upper_Egypt,Nile,Wheat
88.1,41.8,167.6,6.4,2.2,32.4,41.0,1.8,Sandy,NewLands,Summer,Sugarcane
98.4,24.5,185.9,7.0,1.681,19.3,46.1,58.1,Loamy,Delta,Winter,Wheat
70.7,43.1,166.5,6.48,1.729,17.3,54.4,23.6,Loamy,Delta,Nile,Potato
81.7,32.2,225.0,7.43,2.057,26.3,69.2,7.8,Sandy,Sinai,Winter,Tomato
79.5,36.7,167.2,7.0,2.0,29.0,41.4,4.0,Clay,Upper_Egypt,Nile,Sugarcane
70.6,37.4,181.6,6.7,1.2,33.7,27.2,2.9,Sandy,NewLands,Summer,Cotton
24.6,41.1,124.5,6.32,2.08,16.6,67.0,61.6,Loamy,North_Coast,Winter,Fava Beans
64.5,25.1,193.4,6.26,2.387,25.0,50.5,1.8,Loamy,Sinai,Summer,Tomato
106.5,33.5,183.0,6.5,2.2,27.1,55.3,4.6,Calcareous,Upper_Egypt,Summer,Maize
108.3,35.2,207.6,6.9,1.9,27.0,78.2,7.7,Sandy,Delta,Summer,Maize
30.6,22.1,155.1,7.1,0.9,11.9,73.5,38.0,Clay,Upper_Egypt,Winter,Fava Beans
104.0,30.0,227.4,6.8,2.0,35.4,50.2,0.5,Clay,Upper_Egypt,Summer,Sugarcane
87.3,39.4,207.2,6.8,2.1,31.9,72.6,2.9,Clay,Delta,Nile,Rice
80.4,49.8,184.3,7.5,2.2,22.5,39.9,3.0,Sandy,NewLands,Nile,Sugarcane
75.5,46.1,220.8,5.54,2.956,25.9,76.4,0.8,Clay,Delta,Summer,Rice
77.9,40.2,201.7,6.98,1.923,21.1,78.6,3.2,Calcareous,Delta,Summer,Maize
107.7,36.9,178.8,6.7,2.0,30.2,46.4,2.1,Loamy,NewLands,Nile,Sugarcane
100.5,27.6,198.8,6.51,1.285,30.5,77.4,6.6,Loamy,Delta,Summer,Maize
98.5,38.1,225.9,6.5,2.5,20.2,56.9,17.9,Sandy,NewLands,Winter,Potato
93.0,42.5,139.4,7.73,1.292,20.3,58.6,55.6,Clay,North_Coast,Winter,Wheat
73.5,30.1,152.7,6.5,2.1,16.5,44.2,48.9,Clay,Upper_Egypt,Winter,Wheat
109.3,45.9,201.5,5.96,2.716,30.6,61.2,1.2,Clay,Delta,Summer,Rice
110.0,48.1,152.2,5.74,3.088,32.9,67.2,5.2,Loamy,North_Coast,Summer,Rice
76.8,44.5,133.4,7.09,2.076,23.2,61.1,0.7,Sandy,North_Coast,Summer,Maize
100.3,50.2,200.8,5.9,2.8,33.7,74.2,4.3,Clay,North_Coast,Summer,Rice
51.3,39.4,159.4,7.34,1.306,11.4,77.2,11.5,Loamy,Delta,Winter,Fava Beans
94.3,44.3,210.3,6.1,2.1,33.6,45.5,2.1,Clay,Upper_Egypt,Nile,Sugarcane
67.7,21.2,178.8,7.6,1.5,42.5,29.9,5.7,Loamy,Delta,Nile,Cotton
78.6,39.1,216.4,7.3,1.3,30.1,43.0,3.4,Sandy,Delta,Summer,Cotton
77.8,29.5,217.5,6.35,1.511,36.6,82.1,3.1,Clay,North_Coast,Summer,Rice
55.7,18.1,157.5,7.69,1.545,39.3,44.8,2.2,Sandy,Upper_Egypt,Summer,Cotton
45.2,27.4,209.2,7.35,0.729,39.2,21.1,1.5,Loamy,Upper_Egypt,Nile,Cotton
67.4,29.9,147.4,7.0,1.8,12.9,44.7,4.7,Clay,North_Coast,Nile,Wheat
73.6,48.5,197.1,6.66,1.52,18.4,45.9,1.0,Loamy,Sinai,Winter,Tomato
102.8,35.4,179.2,6.33,1.587,31.9,75.8,9.2,Clay,Delta,Nile,Rice
107.6,23.2,177.0,6.21,2.487,21.6,50.5,0.8,Clay,North_Coast,Summer,Maize
66.9,23.4,130.0,6.7,1.4,38.1,39.0,3.5,Sandy,Upper_Egypt,Summer,Cotton
71.1,47.8,218.4,7.08,1.439,31.2,48.1,6.7,Clay,Delta,Summer,Tomato
92.6,40.0,186.7,5.59,1.655,17.3,71.9,22.7,Loamy,Delta,Winter,Potato
76.1,28.0,165.1,7.25,1.123,10.9,51.5,50.5,Sandy,Delta,Winter,Wheat
69.2,26.4,170.3,7.0,1.3,42.9,29.3,3.6,Clay,Upper_Egypt,Summer,Cotton
54.0,32.3,145.9,6.56,2.318,16.7,83.2,49.1,Sandy,North_Coast,Winter,Fava Beans
97.9,40.7,227.2,6.5,2.0,31.6,42.2,4.5,Loamy,NewLands,Nile,Sugarcane
97.0,23.3,173.1,7.1,1.8,37.2,57.9,2.0,Clay,NewLands,Summer,Sugarcane
101.7,48.2,157.9,6.29,2.361,27.7,70.2,1.7,Loamy,Delta,Summer,Rice
74.3,35.0,139.1,7.38,1.076,12.4,47.2,32.7,Clay,North_Coast,Winter,Wheat
102.8,30.3,137.0,6.2,1.8,30.7,77.8,6.8,Clay,Delta,Summer,Maize
74.1,41.9,198.8,7.29,1.671,29.3,28.6,5.0,Loamy,Upper_Egypt,Summer,Sugarcane
50.1,43.7,195.3,6.44,2.351,11.1,87.7,47.8,Clay,Delta,Winter,Fava Beans
71.2,40.2,224.6,6.29,1.913,30.4,55.4,0.1,Clay,Upper_Egypt,Nile,Tomato
82.7,24.9,156.0,6.79,1.018,19.1,46.2,26.8,Loamy,Delta,Winter,Wheat
94.5,46.2,245.5,5.66,2.47,25.1,78.9,8.9,Loamy,Delta,Summer,Rice
117.8,41.7,202.6,6.35,1.362,31.5,62.8,5.6,Loamy,North_Coast,Summer,Maize
73.4,43.2,177.5,6.6,1.3,30.3,79.0,0.0,Sandy,Delta,Summer,Maize
82.7,39.8,211.6,5.9,2.3,21.3,71.0,24.0,Loamy,Sinai,Nile,Potato
104.4,54.6,247.7,5.91,2.612,27.2,68.7,5.5,Clay,Delta,Summer,Rice
93.6,33.2,182.6,6.5,2.8,38.4,77.5,3.3,Clay,Delta,Summer,Rice
81.2,45.7,196.7,6.6,2.0,27.5,36.5,4.7,Sandy,Upper_Egypt,Winter,Tomato
73.7,36.2,186.9,6.3,2.3,28.9,52.5,5.9,Sandy,Upper_Egypt,Winter,Tomato
23.9,42.3,151.4,7.2,1.7,12.5,72.1,14.3,Sandy,Upper_Egypt,Winter,Fava Beans
64.3,48.2,206.6,6.7,1.8,30.4,36.9,3.0,Loamy,NewLands,Summer,Sugarcane
95.0,51.0,243.7,6.2,1.7,22.8,68.5,9.1,Loamy,Sinai,Nile,Potato
72.4,39.2,194.1,6.2,1.2,17.5,61.0,3.0,Loamy,Delta,Winter,Potato
77.0,42.6,177.6,7.3,1.9,32.3,24.6,3.8,Clay,Upper_Egypt,Nile,Sugarcane
63.0,40.1,178.6,6.3,1.4,34.1,29.8,6.2,Clay,Delta,Summer,Cotton
92.2,49.2,120.5,7.02,2.593,15.8,56.1,36.7,Clay,NewLands,Winter,Wheat
72.9,38.5,176.5,6.4,2.0,29.7,78.9,5.6,Loamy,North_Coast,Summer,Maize
108.3,29.7,240.9,6.3,2.455,34.6,32.5,2.5,Sandy,Upper_Egypt,Summer,Sugarcane
48.3,25.2,147.6,6.1,1.4,34.4,38.9,6.5,Clay,NewLands,Summer,Cotton
84.1,40.9,137.1,6.76,1.64,27.9,75.6,4.9,Sandy,North_Coast,Summer,Maize
70.1,34.5,214.0,7.1,1.4,24.5,58.3,5.6,Loamy,Sinai,Winter,Tomato
95.0,43.0,159.4,6.9,1.6,15.6,56.3,20.1,Loamy,NewLands,Winter,Wheat
94.6,31.4,208.3,6.83,1.941,12.9,60.6,44.2,Clay,Delta,Winter,Wheat
60.2,37.0,187.5,7.1,1.4,31.0,43.0,5.9,Loamy,NewLands,Summer,Cotton
77.6,27.3,185.1,7.2,1.7,19.7,50.4,33.7,Loamy,Sinai,Winter,Wheat
85.2,25.7,189.7,6.41,2.201,24.2,64.3,7.7,Sandy,Delta,Nile,Tomato
52.5,31.0,143.3,7.24,0.932,35.8,43.8,6.4,Sandy,NewLands,Summer,Cotton
95.9,39.3,222.7,6.7,2.6,37.4,30.5,2.6,Loamy,Upper_Egypt,Nile,Sugarcane
77.1,37.8,184.9,6.9,1.8,26.7,73.2,8.3,Loamy,Sinai,Summer,Tomato
81.3,48.5,181.5,6.5,1.9,25.5,47.0,8.2,Loamy,Sinai,Nile,Tomato
112.2,37.3,206.5,7.2,2.5,33.9,46.8,4.5,Loamy,Upper_Egypt,Summer,Sugarcane
105.0,27.6,207.7,6.84,1.805,21.1,53.1,6.8,Clay,Sinai,Winter,Tomato
72.7,48.2,213.4,7.0,1.668,20.8,61.4,7.9,Clay,Delta,Winter,Tomato
83.1,48.3,144.7,6.28,1.377,26.6,58.8,7.9,Sandy,North_Coast,Summer,Maize
76.2,45.0,248.2,6.3,2.4,34.8,74.5,4.7,Loamy,NewLands,Summer,Rice
98.3,47.2,226.1,6.1,2.6,33.1,74.4,3.8,Clay,North_Coast,Summer,Rice
89.1,45.6,123.4,7.73,2.183,19.0,41.8,30.3,Sandy,North_Coast,Nile,Wheat
57.1,42.2,129.3,6.5,0.5,33.4,34.4,1.0,Clay,NewLands,Summer,Cotton
81.9,43.4,221.7,7.46,2.201,36.5,53.8,1.5,Loamy,NewLands,Nile,Sugarcane
91.3,26.2,225.9,6.2,2.144,28.7,77.4,4.3,Clay,North_Coast,Summer,Rice
65.8,32.2,174.9,6.12,1.498,34.5,28.9,6.7,Loamy,Upper_Egypt,Summer,Cotton
75.9,41.4,192.3,6.74,1.217,15.8,46.8,8.6,Sandy,North_Coast,Winter,Wheat
95.5,46.5,159.4,6.8,2.6,35.6,50.6,3.5,Loamy,NewLands,Summer,Sugarcane
70.5,25.4,222.6,6.05,2.095,33.9,52.0,4.3,Loamy,Upper_Egypt,Nile,Sugarcane
78.8,35.2,190.1,6.6,1.9,19.7,63.1,3.3,Loamy,Upper_Egypt,Nile,Tomato
97.9,40.6,162.4,5.4,2.1,22.5,65.2,3.9,Loamy,NewLands,Nile,Rice
62.9,34.9,145.5,6.01,1.882,30.6,43.0,5.3,Calcareous,Sinai,Nile,Tomato
69.8,31.2,154.1,7.0,1.3,40.8,39.7,3.4,Sandy,Delta,Summer,Cotton
77.1,51.3,172.9,6.17,1.828,20.2,40.9,6.9,Sandy,Delta,Nile,Tomato
75.4,28.4,221.8,6.2,2.4,26.2,57.0,4.1,Sandy,North_Coast,Winter,Tomato
84.7,38.5,170.6,6.0,2.2,14.9,64.5,18.4,Sandy,North_Coast,Winter,Potato
109.2,39.4,244.5,6.7,1.7,31.6,31.2,2.1,Loamy,Upper_Egypt,Nile,Sugarcane
67.1,30.8,165.9,6.78,1.763,20.6,64.5,60.0,Clay,North_Coast,Winter,Wheat
113.3,27.8,198.4,6.26,2.093,27.0,72.9,6.8,Loamy,Delta,Summer,Rice
89.4,45.8,203.7,6.7,1.2,40.2,43.8,2.5,Clay,Upper_Egypt,Summer,Sugarcane
96.5,32.9,210.6,6.7,2.5,30.2,66.8,5.1,Clay,NewLands,Summer,Rice
49.3,18.3,168.1,7.08,1.75,42.2,26.3,0.1,Sandy,Upper_Egypt,Summer,Cotton
82.3,39.1,167.1,6.8,2.3,21.0,61.6,5.0,Sandy,NewLands,Summer,Maize
53.2,45.0,124.1,6.71,1.415,15.2,63.2,22.0,Clay,Upper_Egypt,Winter,Fava Beans
68.9,38.6,192.2,6.3,2.6,18.8,77.9,21.2,Loamy,Delta,Winter,Potato
78.1,41.9,226.9,6.24,1.998,20.6,66.8,23.8,Sandy,North_Coast,Winter,Potato
82.8,39.5,203.5,6.1,3.1,20.5,69.1,31.0,Loamy,Delta,Winter,Potato
85.8,26.3,223.1,6.1,2.1,24.0,68.0,9.5,Sandy,Sinai,Summer,Potato
100.3,39.9,206.3,5.84,3.068,31.6,73.9,4.3,Clay,North_Coast,Nile,Rice
89.6,36.0,179.8,7.41,2.004,13.6,54.9,21.9,Sandy,Upper_Egypt,Winter,Wheat
96.4,45.1,213.0,6.22,1.874,25.4,53.5,3.4,Calcareous,Sinai,Winter,Tomato
115.3,23.4,177.0,7.37,1.418,24.9,75.5,1.8,Calcareous,Delta,Summer,Maize
86.4,39.9,199.6,7.4,1.4,29.4,57.9,4.6,Sandy,Sinai,Winter,Tomato
70.2,27.2,205.7,7.37,2.747,23.4,53.2,0.8,Loamy,North_Coast,Nile,Tomato
34.8,20.0,184.4,6.22,2.659,10.1,82.8,30.2,Sandy,Upper_Egypt,Winter,Fava Beans
86.9,37.6,216.5,7.2,2.7,37.3,28.9,4.7,Loamy,Upper_Egypt,Nile,Sugarcane
85.5,32.6,239.2,6.4,2.9,33.3,38.2,1.8,Clay,Upper_Egypt,Summer,Sugarcane
96.2,38.2,150.8,7.0,1.8,23.3,54.3,3.9,Sandy,North_Coast,Winter,Tomato
82.5,25.2,157.2,6.48,1.991,24.5,59.5,1.1,Loamy,Delta,Summer,Maize
65.3,41.4,166.9,7.29,0.909,13.3,57.7,16.6,Loamy,NewLands,Winter,Wheat
109.2,51.7,186.5,6.18,2.547,37.8,75.2,2.4,Loamy,North_Coast,Summer,Rice
101.8,51.9,174.3,6.84,2.24,19.3,65.9,7.2,Loamy,Sinai,Nile,Tomato
81.0,45.1,184.5,6.3,2.2,25.2,76.0,3.9,Calcareous,Delta,Winter,Potato
75.0,28.3,246.2,6.43,3.194,20.3,59.0,13.0,Clay,North_Coast,Summer,Potato
86.1,29.1,256.6,5.9,1.649,25.5,64.7,5.8,Clay,North_Coast,Nile,Rice
79.9,34.7,254.4,6.3,1.8,24.6,52.2,25.5,Sandy,North_Coast,Summer,Potato
81.8,35.7,206.6,7.4,2.1,39.3,48.7,3.4,Sandy,Upper_Egypt,Summer,Sugarcane
79.3,20.1,144.5,7.74,1.75,16.8,40.2,35.5,Loamy,Delta,Winter,Wheat
20.3,37.0,119.9,7.48,1.782,19.7,77.7,36.8,Loamy,Delta,Winter,Fava Beans
72.1,34.1,174.2,7.16,2.192,19.6,53.8,3.5,Loamy,Delta,Nile,Tomato
105.4,52.9,179.5,6.96,1.461,31.6,40.2,2.3,Sandy,Upper_Egypt,Nile,Tomato
108.1,36.1,244.8,6.89,1.928,34.9,84.7,9.9,Clay,Delta,Nile,Rice
35.5,34.7,177.8,7.1,2.2,10.6,67.2,47.3,Loamy,Upper_Egypt,Winter,Fava Beans
83.6,23.1,192.1,5.97,0.806,23.1,55.1,3.4,Clay,Upper_Egypt,Summer,Maize
82.2,41.4,146.4,6.5,2.5,19.4,72.7,0.2,Sandy,Delta,Winter,Potato
21.6,29.6,173.5,6.37,2.684,13.4,74.9,54.7,Clay,North_Coast,Winter,Fava Beans
76.5,29.0,126.4,7.01,2.051,17.6,53.0,44.8,Sandy,Upper_Egypt,Winter,Wheat
56.2,22.5,163.5,7.0,1.1,32.4,34.1,4.1,Clay,NewLands,Summer,Cotton
89.3,40.3,184.8,6.72,1.776,20.1,40.9,24.3,Sandy,Delta,Winter,Wheat
50.8,39.3,163.5,7.13,0.91,34.8,29.0,4.6,Clay,Delta,Summer,Cotton
47.9,32.6,180.4,6.1,1.1,42.1,36.4,2.1,Calcareous,Upper_Egypt,Summer,Cotton
76.4,50.2,169.8,6.1,2.0,17.2,57.1,17.1,Sandy,Sinai,Nile,Potato
71.3,32.5,173.5,7.9,1.1,30.8,26.0,2.3,Loamy,Upper_Egypt,Summer,Cotton
76.4,43.9,187.1,6.16,0.549,31.2,24.8,4.7,Sandy,Delta,Nile,Cotton
85.7,34.7,215.3,6.9,2.3,32.5,44.1,2.6,Loamy,Upper_Egypt,Nile,Sugarcane
91.8,38.3,163.0,7.2,1.8,13.4,54.2,47.3,Loamy,North_Coast,Winter,Wheat
108.9,32.8,205.8,7.12,2.38,35.9,45.0,1.2,Loamy,NewLands,Summer,Sugarcane
108.0,36.9,169.9,6.7,1.6,28.7,66.7,4.7,Clay,Delta,Summer,Maize
67.0,46.5,217.1,6.5,2.0,21.3,63.2,26.6,Loamy,Delta,Summer,Potato
86.0,29.9,197.7,6.4,2.1,33.5,72.6,4.8,Clay,Delta,Nile,Rice
39.0,36.1,159.7,6.4,1.5,14.6,81.3,34.1,Sandy,North_Coast,Winter,Fava Beans
112.3,37.3,208.9,7.15,1.977,37.8,53.9,3.8,Sandy,NewLands,Summer,Sugarcane
78.8,49.8,231.2,6.57,2.478,36.1,65.0,3.8,Clay,North_Coast,Summer,Rice
31.8,30.8,150.7,6.25,1.561,11.4,82.0,7.0,Loamy,Delta,Winter,Fava Beans
62.9,41.2,193.2,6.4,2.5,21.2,57.3,14.1,Clay,North_Coast,Winter,Potato
71.3,32.7,229.2,6.3,1.9,38.8,50.5,3.1,Sandy,Upper_Egypt,Summer,Sugarcane
80.3,32.5,184.8,6.6,2.3,27.8,59.5,1.0,Sandy,Sinai,Nile,Tomato
101.4,51.8,206.9,6.04,2.853,24.2,56.4,6.2,Loamy,North_Coast,Winter,Potato
76.1,42.3,208.1,6.35,2.175,34.3,42.2,1.1,Loamy,NewLands,Summer,Sugarcane
75.6,42.3,128.5,7.88,1.992,13.3,63.0,51.5,Loamy,Delta,Winter,Wheat
92.5,21.1,218.6,6.8,1.8,26.0,78.1,1.1,Loamy,North_Coast,Summer,Maize
66.3,37.5,175.0,5.5,1.954,17.6,50.6,7.1,Sandy,North_Coast,Nile,Potato
79.5,36.4,183.7,6.0,2.1,17.7,63.5,2.2,Loamy,North_Coast,Winter,Potato
108.8,48.0,214.6,5.8,1.6,21.0,70.9,2.4,Calcareous,NewLands,Summer,Maize
81.1,41.5,190.5,6.3,2.0,29.0,76.9,10.4,Loamy,Delta,Summer,Rice
96.1,44.6,210.6,6.86,3.02,35.3,60.9,4.9,Loamy,Delta,Summer,Rice
36.6,34.5,160.3,7.07,2.073,14.5,75.0,26.0,Clay,Delta,Winter,Fava Beans
54.8,44.1,144.4,6.14,1.239,32.1,43.0,4.5,Clay,Delta,Summer,Cotton
93.4,48.9,179.7,6.76,0.963,18.2,64.2,30.3,Loamy,Delta,Winter,Wheat
73.3,40.1,193.5,6.3,1.8,22.6,67.1,5.2,Loamy,Upper_Egypt,Summer,Maize
73.5,48.0,206.6,6.0,1.5,16.8,65.4,15.1,Loamy,Sinai,Winter,Potato
75.3,41.9,176.3,7.1,1.463,17.0,53.5,57.1,Loamy,Sinai,Winter,Wheat
41.5,27.7,184.1,7.31,0.832,13.2,69.9,26.4,Clay,Sinai,Winter,Fava Beans
94.4,35.6,161.4,7.0,1.5,28.2,52.9,4.9,Calcareous,Delta,Summer,Maize
92.5,41.1,235.6,6.1,1.8,20.4,75.3,18.3,Clay,NewLands,Nile,Potato
80.6,32.5,134.3,6.62,0.919,17.9,51.5,35.2,Loamy,Delta,Nile,Wheat
106.5,38.5,169.8,6.03,2.275,25.7,56.7,1.1,Clay,Delta,Nile,Tomato
88.7,37.9,216.7,5.8,3.0,27.1,78.5,7.2,Loamy,North_Coast,Summer,Rice
90.4,41.2,202.2,6.58,2.663,15.7,63.6,57.0,Calcareous,Delta,Winter,Wheat
70.1,37.7,135.1,7.6,1.1,37.7,22.5,3.9,Loamy,Upper_Egypt,Summer,Cotton
99.2,46.6,233.5,6.75,1.342,33.1,34.2,1.4,Clay,Upper_Egypt,Nile,Sugarcane
82.9,41.7,228.9,7.3,1.9,22.3,61.7,17.1,Loamy,NewLands,Winter,Potato
80.8,39.3,176.3,6.8,2.1,36.1,30.5,0.1,Clay,Upper_Egypt,Summer,Sugarcane
50.4,27.8,168.1,6.44,2.34,13.1,87.3,18.5,Calcareous,Sinai,Winter,Fava Beans
77.2,40.6,218.4,6.0,2.2,18.7,54.8,14.0,Loamy,Delta,Summer,Potato
43.2,42.4,163.4,7.3,1.5,15.7,79.2,30.9,Sandy,North_Coast,Winter,Fava Beans
35.2,37.6,114.9,6.03,2.064,17.7,72.6,22.2,Clay,Sinai,Winter,Fava Beans
48.7,40.4,129.5,7.4,2.043,8.4,69.3,52.3,Calcareous,Sinai,Winter,Fava Beans
106.8,42.0,158.0,6.06,2.951,19.9,43.1,4.1,Loamy,North_Coast,Winter,Tomato
51.7,35.7,135.3,7.3,1.9,15.9,81.0,52.6,Loamy,Delta,Winter,Fava Beans
94.9,33.2,177.1,6.0,1.2,27.0,59.6,4.0,Loamy,Delta,Nile,Tomato
78.1,38.3,177.0,6.5,1.0,26.0,53.7,3.6,Calcareous,Upper_Egypt,Nile,Tomato
75.9,30.3,163.8,7.1,1.5,32.0,32.6,3.5,Clay,Upper_Egypt,Summer,Cotton
86.3,36.1,230.0,6.98,2.031,22.8,66.9,4.8,Clay,North_Coast,Nile,Tomato
81.5,35.9,187.0,7.0,0.9,24.0,53.3,2.6,Calcareous,Upper_Egypt,Nile,Tomato
103.6,35.7,237.0,6.7,2.4,29.1,51.0,4.2,Sandy,NewLands,Summer,Sugarcane
71.7,21.3,208.5,6.78,1.674,20.9,68.5,3.9,Sandy,North_Coast,Summer,Maize
89.3,35.6,152.7,7.61,0.891,17.8,56.8,56.6,Loamy,North_Coast,Winter,Wheat
95.5,42.9,165.5,6.1,1.2,31.2,34.5,2.7,Loamy,Upper_Egypt,Nile,Sugarcane
99.6,25.7,187.8,7.73,1.751,18.4,41.6,28.7,Loamy,NewLands,Winter,Wheat
24.2,30.6,143.5,7.1,1.4,13.8,68.3,35.9,Clay,Sinai,Winter,Fava Beans
81.5,35.0,244.3,6.05,2.903,22.6,56.7,13.1,Loamy,Sinai,Winter,Potato
73.8,33.3,180.4,6.8,0.8,42.6,25.5,3.0,Calcareous,Delta,Summer,Cotton
72.9,46.2,165.0,7.2,2.4,16.8,51.6,39.8,Clay,Sinai,Winter,Wheat
101.5,36.8,187.9,5.89,2.733,19.1,53.3,6.0,Sandy,Delta,Winter,Potato
47.3,31.6,185.6,6.8,1.1,35.8,21.0,1.7,Loamy,NewLands,Summer,Cotton
73.1,32.2,204.8,6.44,1.007,30.2,79.7,6.8,Loamy,Delta,Summer,Maize
115.3,36.2,156.3,6.0,1.999,25.9,54.2,1.7,Clay,NewLands,Summer,Maize
80.5,47.4,187.3,6.15,1.447,24.9,54.5,4.1,Clay,Upper_Egypt,Winter,Tomato
77.0,28.8,181.8,6.3,1.8,25.8,65.5,2.9,Sandy,NewLands,Summer,Maize
92.9,42.9,261.7,5.7,1.8,28.1,71.1,6.2,Clay,Delta,Nile,Rice
104.7,47.4,162.9,6.65,1.349,24.4,68.1,6.9,Loamy,Sinai,Winter,Potato
91.5,42.0,200.5,6.9,1.6,27.9,39.9,2.2,Sandy,Upper_Egypt,Summer,Sugarcane
93.4,37.3,181.0,6.2,2.2,31.8,76.8,1.4,Clay,North_Coast,Summer,Rice
85.5,38.2,209.4,6.9,2.1,35.4,41.2,1.1,Clay,Upper_Egypt,Summer,Sugarcane
78.3,34.7,145.8,7.33,1.503,36.5,20.9,7.2,Sandy,Upper_Egypt,Summer,Cotton
110.2,29.0,163.8,6.98,2.615,29.2,75.9,0.5,Clay,Delta,Summer,Rice
88.2,46.0,130.2,7.5,1.103,13.6,46.0,51.9,Loamy,North_Coast,Winter,Wheat
96.6,21.7,190.0,6.5,1.1,27.1,76.3,2.2,Sandy,NewLands,Summer,Maize
70.5,37.5,247.1,6.1,2.2,18.9,64.6,23.4,Sandy,Sinai,Nile,Potato
55.1,33.2,169.1,6.24,1.746,33.2,24.4,7.0,Clay,Upper_Egypt,Summer,Cotton
38.6,23.2,142.1,6.26,1.982,9.2,66.5,31.7,Loamy,Sinai,Winter,Fava Beans
64.7,34.2,247.0,6.76,2.122,29.3,54.0,6.3,Loamy,Delta,Nile,Tomato
99.2,48.0,217.3,5.9,2.4,31.5,74.7,6.1,Loamy,Delta,Summer,Rice
100.3,37.9,207.3,7.08,2.534,37.5,27.1,1.2,Loamy,Upper_Egypt,Summer,Sugarcane
83.3,33.5,205.0,7.1,1.9,20.7,70.6,15.9,Sandy,NewLands,Winter,Potato
72.6,45.6,215.4,6.1,1.2,24.7,47.3,5.0,Loamy,North_Coast,Nile,Tomato
86.3,26.5,161.9,7.06,2.793,16.0,51.7,13.6,Clay,Upper_Egypt,Winter,Wheat
53.6,40.2,148.2,6.78,1.824,36.1,41.7,1.0,Sandy,Upper_Egypt,Summer,Cotton
66.7,54.5,217.3,5.6,2.53,24.6,62.1,28.4,Sandy,Sinai,Nile,Potato
30.0,45.5,124.4,6.51,2.694,8.0,75.8,38.1,Calcareous,Delta,Nile,Fava Beans
42.5,36.7,135.9,8.0,0.57,38.6,27.1,7.0,Sandy,Delta,Summer,Cotton
87.0,42.1,218.9,6.56,2.972,20.6,53.6,4.8,Sandy,Upper_Egypt,Winter,Tomato
97.0,34.8,187.2,6.55,1.393,11.0,51.4,45.8,Loamy,North_Coast,Winter,Wheat
70.5,40.9,133.7,6.5,1.688,21.9,54.6,33.7,Sandy,Sinai,Winter,Wheat
84.7,40.5,207.1,6.2,1.6,22.9,61.9,14.2,Sandy,North_Coast,Winter,Potato
21.6,33.7,183.7,7.2,1.8,17.5,69.5,28.9,Sandy,Sinai,Winter,Fava Beans
88.2,32.1,194.3,6.1,1.6,29.8,79.1,6.5,Clay,Delta,Summer,Rice
66.9,35.9,171.6,7.44,2.536,19.7,60.7,4.8,Clay,Sinai,Nile,Tomato
72.5,43.7,219.4,7.0,1.8,21.7,71.9,13.0,Sandy,Delta,Winter,Potato
59.4,27.6,194.6,7.8,1.0,39.8,43.8,3.2,Sandy,NewLands,Summer,Cotton
