crop,area_feddans,region,season,soil_type,yield_tonnes_per_feddan,production_tonnes
Sugarcane,83,Upper_Egypt,Summer,Clay,53.22,4417.3
Rice,516,NewLands,Nile,Clay,4.807,2480.4
Potato,227,Delta,Winter,Sandy,11.817,2682.5
Rice,126,North_Coast,Summer,Loamy,3.479,438.4
Wheat,270,Upper_Egypt,Winter,Calcareous,1.912,516.2
Rice,286,Delta,Summer,Loamy,3.707,1060.2
Fava Beans,176,Delta,Winter,Sandy,4.741,834.4
Cotton,242,NewLands,Summer,Sandy,0.857,207.4
Fava Beans,29,Upper_Egypt,Winter,Sandy,5.473,158.7
Maize,59,Upper_Egypt,Summer,Sandy,2.198,129.7
Rice,242,NewLands,Summer,Clay,4.072,985.4
Fava Beans,41,Sinai,Winter,Sandy,3.072,126.0
Maize,863,North_Coast,Summer,Loamy,1.976,1705.3
Fava Beans,32,Upper_Egypt,Winter,Calcareous,4.063,130.0
Fava Beans,192,Delta,Winter,Calcareous,4.188,804.1
Tomato,149,Sinai,Winter,Clay,12.423,1851.0
Rice,183,North_Coast,Nile,Clay,3.958,724.3
Potato,209,Sinai,Winter,Loamy,10.948,2288.1
Sugarcane,888,Upper_Egypt,Summer,Loamy,44.369,39399.7
Tomato,89,Sinai,Nile,Sandy,8.395,747.2
Tomato,17,Delta,Nile,Sandy,15.923,270.7
Sugarcane,919,Upper_Egypt,Nile,Sandy,43.845,40293.6
Tomato,144,Upper_Egypt,Nile,Sandy,14.101,2030.5
Potato,123,North_Coast,Nile,Sandy,10.554,1298.1
Wheat,163,Delta,Winter,Clay,2.366,385.7
Tomato,138,Delta,Nile,Loamy,20.222,2790.6
Wheat,447,North_Coast,Winter,Calcareous,2.545,1137.6
Rice,114,North_Coast,Summer,Clay,4.257,485.3
Rice,640,NewLands,Summer,Clay,3.232,2068.5
Potato,61,NewLands,Nile,Sandy,10.594,646.2
Potato,10,Delta,Winter,Sandy,10.446,104.5
Tomato,23,Sinai,Nile,Sandy,18.576,427.2
Wheat,375,Upper_Egypt,Winter,Clay,2.132,799.5
Maize,872,North_Coast,Summer,Sandy,1.677,1462.3
Fava Beans,173,North_Coast,Winter,Clay,5.348,925.2
Tomato,96,Delta,Nile,Loamy,19.255,1848.5
Tomato,187,Delta,Winter,Calcareous,12.618,2359.6
Sugarcane,868,NewLands,Nile,Sandy,35.228,30577.9
Fava Beans,62,North_Coast,Winter,Clay,5.307,329.0
Wheat,94,North_Coast,Winter,Calcareous,2.345,220.4
Wheat,358,Upper_Egypt,Winter,Clay,2.917,1044.3
Sugarcane,93,Upper_Egypt,Summer,Clay,53.084,4936.8
Maize,948,North_Coast,Summer,Clay,3.446,3266.8
Potato,234,Delta,Nile,Clay,9.474,2216.9
Wheat,94,North_Coast,Winter,Sandy,2.208,207.6
Potato,12,North_Coast,Winter,Sandy,11.386,136.6
Maize,746,NewLands,Summer,Sandy,2.842,2120.1
Potato,235,Delta,Nile,Loamy,10.285,2417.0
Cotton,116,Upper_Egypt,Summer,Loamy,1.026,119.0
Maize,254,Delta,Summer,Sandy,2.958,751.3
Wheat,173,Delta,Winter,Clay,2.371,410.2
Cotton,177,Upper_Egypt,Summer,Clay,0.937,165.8
Tomato,104,Sinai,Nile,Loamy,12.3,1279.2
Wheat,222,North_Coast,Winter,Loamy,2.069,459.3
Fava Beans,164,Sinai,Winter,Sandy,5.341,875.9
Tomato,158,Delta,Winter,Clay,13.984,2209.5
Sugarcane,929,Upper_Egypt,Summer,Clay,53.074,49305.7
Fava Beans,111,North_Coast,Winter,Loamy,4.758,528.1
Fava Beans,143,Upper_Egypt,Winter,Loamy,5.218,746.2
Wheat,316,Delta,Winter,Sandy,2.78,878.5
Maize,128,Upper_Egypt,Summer,Calcareous,2.456,314.4
Tomato,118,Upper_Egypt,Nile,Sandy,14.88,1755.8
Maize,816,North_Coast,Summer,Loamy,2.98,2431.7
Maize,705,Delta,Summer,Clay,2.646,1865.4
Rice,294,Delta,Nile,Loamy,3.04,893.8
Wheat,414,NewLands,Winter,Clay,2.632,1089.6
Rice,179,North_Coast,Summer,Loamy,4.189,749.8
Fava Beans,113,Delta,Winter,Loamy,4.239,479.0
Cotton,256,Delta,Summer,Sandy,1.011,258.8
Maize,101,North_Coast,Summer,Loamy,2.519,254.4
Potato,149,North_Coast,Winter,Loamy,13.336,1987.1
Maize,244,Delta,Summer,Loamy,1.857,453.1
Cotton,280,Upper_Egypt,Summer,Loamy,0.993,278.0
Wheat,190,NewLands,Winter,Loamy,1.582,300.6
Cotton,147,Delta,Summer,Sandy,1.221,179.5
Maize,318,North_Coast,Summer,Loamy,4.095,1302.2
Wheat,129,Delta,Winter,Loamy,1.839,237.2
Wheat,207,Upper_Egypt,Winter,Sandy,2.395,495.8
Tomato,16,North_Coast,Winter,Sandy,21.80057,348.8
Potato,207,NewLands,Nile,Loamy,11.42,2363.9
Wheat,219,North_Coast,Winter,Clay,2.765,605.5
Tomato,133,Sinai,Winter,Calcareous,4.62753,615.5
Maize,268,NewLands,Summer,Sandy,1.969,527.7
Cotton,51,NewLands,Summer,Sandy,1.034,52.7
Fava Beans,168,Delta,Nile,Clay,4.946,830.9
Tomato,2,Delta,Nile,Clay,13.833,27.7
Maize,501,NewLands,Summer,Clay,2.936,1470.9
Potato,125,Sinai,Winter,Sandy,9.766,1220.8
Maize,465,North_Coast,Summer,Loamy,2.881,1339.7
Fava Beans,199,Sinai,Winter,Sandy,4.203,836.4
Wheat,247,Upper_Egypt,Winter,Clay,1.902,469.8
Wheat,49,Sinai,Winter,Calcareous,2.08,101.9
Potato,211,North_Coast,Winter,Sandy,9.455,1995.0
Wheat,394,NewLands,Winter,Loamy,2.735,1077.6
Wheat,39,North_Coast,Winter,Sandy,2.029,79.1
Rice,542,North_Coast,Nile,Clay,2.791,1512.7
Fava Beans,137,Sinai,Winter,Sandy,3.172,434.6
Maize,71,North_Coast,Summer,Loamy,3.072,218.1
Wheat,93,Sinai,Winter,Clay,1.84,171.1
Sugarcane,797,Upper_Egypt,Summer,Clay,54.185,43185.4
Wheat,79,NewLands,Winter,Clay,2.493,196.9
Fava Beans,112,Delta,Winter,Loamy,6.491,727.0
Cotton,92,Upper_Egypt,Summer,Sandy,0.919,84.5
Fava Beans,68,Sinai,Winter,Loamy,3.978,270.5
Rice,696,Delta,Summer,Loamy,3.254,2264.8
Potato,200,NewLands,Nile,Sandy,10.325,2065.0
Cotton,213,Delta,Summer,Sandy,0.994,211.7
Sugarcane,680,Upper_Egypt,Summer,Loamy,52.788,35895.8
Tomato,172,North_Coast,Nile,Loamy,9.751,1677.2
Tomato,189,Upper_Egypt,Summer,Calcareous,7.565,1429.8
Maize,81,Upper_Egypt,Summer,Sandy,2.316,187.6
Potato,169,Delta,Winter,Sandy,12.396,2094.9
Potato,56,North_Coast,Winter,Sandy,12.43,696.1
Sugarcane,769,NewLands,Nile,Loamy,57.756,44414.4
Sugarcane,787,Upper_Egypt,Nile,Clay,43.497,34232.1
Tomato,148,Delta,Summer,Calcareous,14.799,2190.3
Rice,376,Delta,Summer,Clay,4.711,1771.3
Tomato,25,Sinai,Nile,Sandy,10.465,261.6
Rice,515,Delta,Summer,Clay,3.723,1917.3
Cotton,226,NewLands,Summer,Sandy,0.788,178.1
Potato,71,Delta,Winter,Sandy,12.102,859.2
Potato,262,Delta,Winter,Calcareous,6.987,1830.6
Potato,83,Delta,Nile,Sandy,10.988,912.0
Sugarcane,544,Upper_Egypt,Nile,Clay,48.509,26388.9
Wheat,22,North_Coast,Winter,Loamy,2.192,48.2
Fava Beans,91,Delta,Winter,Sandy,3.632,330.5
Fava Beans,98,Delta,Winter,Calcareous,4.811,471.5
Wheat,395,NewLands,Winter,Clay,2.847,1124.6
Potato,208,Delta,Nile,Sandy,8.022,1668.6
Sugarcane,230,Upper_Egypt,Summer,Clay,48.754,11213.4
Maize,915,NewLands,Summer,Loamy,3.407,3117.4
Wheat,109,Sinai,Winter,Loamy,2.108,229.8
Potato,188,Delta,Winter,Clay,10.549,1983.2
Sugarcane,894,NewLands,Nile,Clay,40.4,36117.6
Potato,267,Sinai,Nile,Sandy,13.077,3491.6
Wheat,187,Delta,Winter,Sandy,1.274,238.2
Fava Beans,176,Upper_Egypt,Winter,Sandy,2.866,504.4
Potato,290,Delta,Winter,Loamy,12.141,3520.9
Tomato,16,Sinai,Nile,Sandy,12.398,198.4
Wheat,469,Sinai,Winter,Loamy,2.853,1338.1
Wheat,309,Sinai,Nile,Calcareous,1.358,419.6
Fava Beans,22,North_Coast,Winter,Sandy,3.635,80.0
Maize,373,Delta,Summer,Sandy,2.265,844.8
Potato,39,Delta,Winter,Sandy,11.255,438.9
Wheat,425,North_Coast,Nile,Loamy,2.671,1135.2
Fava Beans,113,Delta,Winter,Sandy,4.487,507.0
Cotton,13,Upper_Egypt,Nile,Loamy,1.122,14.6
Sugarcane,564,Upper_Egypt,Summer,Sandy,43.85,24731.4
Sugarcane,108,Upper_Egypt,Summer,Sandy,37.971,4100.9
Potato,105,Sinai,Nile,Clay,7.105,746.0
Potato,81,NewLands,Winter,Sandy,10.293,833.7
Tomato,13,Delta,Nile,Sandy,19.566,254.4
Sugarcane,888,Upper_Egypt,Nile,Loamy,44.667,39664.3
Cotton,139,Upper_Egypt,Nile,Sandy,0.903,125.5
Cotton,150,NewLands,Summer,Calcareous,0.946,141.9
Fava Beans,41,Delta,Nile,Loamy,4.766,195.4
Sugarcane,830,Upper_Egypt,Summer,Clay,52.619,43673.8
Sugarcane,666,Upper_Egypt,Nile,Clay,51.12,34045.9
Rice,584,Delta,Summer,Loamy,3.442,2010.1
Potato,217,North_Coast,Nile,Loamy,13.743,2982.2
Maize,481,Delta,Nile,Loamy,2.862,1376.6
Cotton,44,Upper_Egypt,Summer,Clay,1.184,52.1
Tomato,42,North_Coast,Nile,Clay,12.497,524.9
Rice,660,North_Coast,Summer,Loamy,3.326,2195.2
Rice,148,NewLands,Summer,Clay,3.545,524.7
Rice,224,NewLands,Summer,Loamy,3.705,829.9
Fava Beans,162,Upper_Egypt,Nile,Sandy,4.34,703.1
Wheat,387,North_Coast,Winter,Loamy,2.29,886.2
Fava Beans,99,Sinai,Winter,Clay,5.326,527.3
Cotton,80,NewLands,Summer,Sandy,1.085,86.8
Potato,174,Delta,Nile,Loamy,12.954,2254.0
Maize,105,NewLands,Summer,Loamy,3.453,362.6
Maize,148,Upper_Egypt,Nile,Sandy,2.557,378.4
Tomato,61,Sinai,Summer,Loamy,15.066,919.0
Cotton,201,Upper_Egypt,Summer,Clay,1.137,228.5
Wheat,318,Upper_Egypt,Winter,Sandy,1.862,592.1
Sugarcane,337,Upper_Egypt,Summer,Clay,45.035,15176.8
Rice,316,Delta,Summer,Clay,4.522,1429.0
Fava Beans,187,Delta,Winter,Clay,5.257,983.1
Maize,29,Delta,Summer,Clay,4.25436,123.4
Potato,146,NewLands,Winter,Sandy,12.556,1833.2
Fava Beans,48,North_Coast,Winter,Clay,3.792,182.0
Potato,6,Delta,Nile,Loamy,12.563,75.4
Tomato,172,North_Coast,Nile,Sandy,12.544,2157.6
Wheat,215,Upper_Egypt,Winter,Calcareous,2.086,448.5
Maize,445,North_Coast,Summer,Clay,2.806,1248.7
Wheat,371,NewLands,Winter,Loamy,1.66,615.9
Rice,161,Delta,Summer,Clay,3.786,609.5
Maize,26,Delta,Summer,Loamy,4.25436,110.6
Tomato,83,Sinai,Nile,Calcareous,8.091,671.6
Cotton,230,Delta,Summer,Sandy,0.822,189.1
Wheat,27,Delta,Winter,Sandy,1.327,35.8
Potato,226,North_Coast,Winter,Sandy,13.247,2993.8
Wheat,348,Upper_Egypt,Winter,Loamy,1.275,443.7
Fava Beans,127,Upper_Egypt,Winter,Sandy,3.146,399.5
Cotton,280,Delta,Summer,Loamy,1.381,386.7
Tomato,198,North_Coast,Nile,Clay,11.262,2229.9
Fava Beans,33,North_Coast,Winter,Clay,4.373,144.3
Fava Beans,48,Sinai,Winter,Loamy,3.596,172.6
Maize,730,Delta,Summer,Clay,3.276,2391.5
Sugarcane,918,Upper_Egypt,Nile,Loamy,61.66886000000001,56612.0
Maize,869,North_Coast,Summer,Loamy,3.407,2960.7
Potato,222,Sinai,Winter,Sandy,11.127,2470.2
Rice,768,Delta,Summer,Clay,4.423,3396.9
Maize,255,Delta,Nile,Loamy,1.874,477.9
Sugarcane,46,Upper_Egypt,Nile,Clay,51.834,2384.4
Potato,1,Sinai,Nile,Loamy,12.064,12.1
Potato,58,Sinai,Winter,Loamy,9.786,567.6
Wheat,88,NewLands,Winter,Loamy,2.48,218.2
Wheat,273,Sinai,Winter,Loamy,2.685,733.0
Wheat,283,North_Coast,Winter,Calcareous,2.761,781.4
Maize,146,Upper_Egypt,Summer,Loamy,2.771,404.6
Fava Beans,111,Sinai,Winter,Clay,6.014,667.6
Wheat,195,Upper_Egypt,Winter,Loamy,2.337,455.7
Fava Beans,181,North_Coast,Winter,Clay,4.876,882.6
Rice,423,Delta,Summer,Clay,3.685,1558.8
Tomato,142,Delta,Summer,Loamy,12.042,1710.0
Sugarcane,186,NewLands,Nile,Sandy,34.28,6376.1
Wheat,480,North_Coast,Winter,Loamy,1.304,625.9
Cotton,30,Delta,Summer,Clay,1.252,37.6
Rice,594,Delta,Nile,Clay,4.307,2558.4
Maize,167,Delta,Summer,Sandy,2.279,380.6
Fava Beans,75,North_Coast,Winter,Sandy,2.715,203.6
Wheat,336,Upper_Egypt,Winter,Sandy,1.623,545.3
Rice,528,Delta,Summer,Loamy,3.824,2019.1
Tomato,100,Sinai,Summer,Loamy,16.599,1659.9
Maize,836,NewLands,Summer,Clay,2.357,1970.5
Tomato,104,Delta,Nile,Sandy,11.122,1156.7
Maize,899,Delta,Summer,Sandy,2.438,2191.8
Tomato,167,Delta,Nile,Clay,14.923,2492.1
Potato,109,Delta,Nile,Clay,9.941,1083.6
Tomato,10,Delta,Winter,Calcareous,8.403,84.0
Cotton,110,NewLands,Summer,Sandy,0.95,104.5
Rice,400,Delta,Nile,Loamy,4.141,1656.4
Sugarcane,907,NewLands,Summer,Loamy,45.954,41680.3
Potato,26,Delta,Winter,Sandy,12.876,334.8
Wheat,463,Upper_Egypt,Winter,Sandy,1.666,771.4
Tomato,128,Sinai,Nile,Sandy,9.265,1185.9
Tomato,11,Upper_Egypt,Summer,Sandy,8.533,93.9
Cotton,209,Delta,Summer,Loamy,1.088,227.4
Sugarcane,137,Upper_Egypt,Summer,Loamy,61.66886000000001,8448.6
Maize,970,North_Coast,Summer,Calcareous,2.385,2313.4
Cotton,106,Upper_Egypt,Nile,Clay,1.264,134.0
Potato,163,Sinai,Nile,Loamy,12.881,2099.6
Sugarcane,738,Upper_Egypt,Summer,Sandy,31.409,23179.8
Maize,366,North_Coast,Summer,Sandy,2.187,800.4
Wheat,316,Delta,Nile,Loamy,2.39,755.2
Fava Beans,54,Delta,Winter,Loamy,6.09,328.9
Wheat,81,North_Coast,Winter,Sandy,2.469,200.0
Wheat,210,NewLands,Winter,Sandy,2.059,432.4
Potato,151,Delta,Nile,Sandy,12.538,1893.2
Cotton,96,Upper_Egypt,Summer,Sandy,0.924,88.7
Rice,329,Delta,Summer,Clay,5.120720000000001,1684.7
Maize,257,Delta,Summer,Clay,1.284,330.0
Maize,597,North_Coast,Summer,Clay,2.439,1456.1
Potato,25,NewLands,Nile,Sandy,11.265,281.6
Fava Beans,36,Upper_Egypt,Winter,Clay,4.726,170.1
Rice,20,Delta,Summer,Clay,3.897,77.9
Potato,35,NewLands,Winter,Calcareous,6.602,231.1
Wheat,330,Upper_Egypt,Winter,Sandy,1.767,583.1
Rice,767,Delta,Summer,Clay,4.716,3617.2
Wheat,209,Delta,Winter,Clay,2.767,578.3
Maize,959,NewLands,Summer,Clay,2.435,2335.2
Cotton,152,NewLands,Nile,Clay,1.187,180.4
Maize,459,Delta,Nile,Loamy,3.554,1631.3
Rice,139,Delta,Summer,Loamy,4.043,562.0
Fava Beans,35,Upper_Egypt,Winter,Sandy,4.032,141.1
Wheat,64,NewLands,Winter,Loamy,2.769,177.2
Wheat,417,Upper_Egypt,Winter,Calcareous,2.292,955.8
Fava Beans,184,Delta,Winter,Sandy,5.83,1072.7
Cotton,46,Delta,Summer,Clay,0.979,45.0
Sugarcane,813,NewLands,Summer,Sandy,36.278,29494.0
Wheat,390,Delta,Winter,Calcareous,2.485,969.2
Sugarcane,854,Upper_Egypt,Nile,Loamy,49.391,42179.9
Rice,215,Delta,Summer,Clay,4.991,1073.1
Fava Beans,111,Sinai,Winter,Clay,3.388,376.1
Sugarcane,852,Upper_Egypt,Nile,Loamy,43.589,37137.8
Cotton,282,NewLands,Summer,Sandy,1.075,303.2
Fava Beans,10,Upper_Egypt,Winter,Loamy,4.832,48.3
Maize,615,Delta,Summer,Clay,2.758,1696.2
Sugarcane,368,Upper_Egypt,Summer,Clay,56.211,20685.6
Tomato,37,Sinai,Nile,Clay,6.782,250.9
Potato,116,North_Coast,Nile,Loamy,10.125,1174.5
Cotton,153,NewLands,Summer,Clay,1.225,187.4
Cotton,198,NewLands,Summer,Sandy,1.002,198.4
Rice,720,Delta,Summer,Clay,4.781,3442.3
Tomato,192,Upper_Egypt,Summer,Loamy,15.013,2882.5
Cotton,237,Upper_Egypt,Summer,Clay,1.41,334.2
Tomato,93,North_Coast,Nile,Sandy,13.528,1258.1
Wheat,208,Delta,Winter,Sandy,2.359,490.7
Rice,49,Delta,Summer,Clay,5.120720000000001,250.9
Wheat,126,North_Coast,Winter,Calcareous,1.731,218.1
Fava Beans,134,Upper_Egypt,Winter,Calcareous,2.657,356.0
Maize,266,NewLands,Summer,Loamy,1.934,514.4
Maize,620,Delta,Summer,Loamy,2.943,1824.7
Maize,37,Delta,Summer,Clay,3.629,134.3
Wheat,481,Upper_Egypt,Winter,Clay,2.546,1224.6
Fava Beans,94,Upper_Egypt,Winter,Clay,2.992,281.2
Maize,252,Delta,Nile,Sandy,1.566,394.6
Wheat,228,NewLands,Winter,Calcareous,1.841,419.7
Tomato,80,North_Coast,Nile,Clay,15.092,1207.4
Rice,370,Delta,Summer,Clay,4.943,1828.9
Fava Beans,46,North_Coast,Winter,Clay,6.95,319.7
Rice,115,Delta,Summer,Loamy,2.937,337.8
Cotton,154,Upper_Egypt,Summer,Clay,1.18,181.7
Fava Beans,115,Upper_Egypt,Winter,Clay,4.407,506.8
Cotton,107,Delta,Summer,Sandy,1.116,119.4
Wheat,299,North_Coast,Winter,Loamy,1.985,593.5
Wheat,465,Sinai,Winter,Clay,2.315,1076.5
Potato,174,Sinai,Nile,Sandy,11.374,1979.1
Fava Beans,98,Delta,Nile,Loamy,5.847,573.0
Cotton,138,Upper_Egypt,Summer,Clay,1.087,150.0
Rice,212,Delta,Summer,Clay,3.149,667.6
Tomato,194,Sinai,Nile,Clay,15.066,2922.8
Rice,38,Delta,Summer,Clay,4.559,173.2
Fava Beans,102,Upper_Egypt,Winter,Sandy,4.392,448.0
Maize,917,Upper_Egypt,Nile,Clay,2.23,2044.9
Fava Beans,12,Upper_Egypt,Winter,Sandy,3.649,43.8
Sugarcane,103,NewLands,Summer,Clay,52.914,5450.1
Wheat,485,Upper_Egypt,Winter,Clay,1.938,939.9
Cotton,143,Delta,Nile,Clay,1.216,173.9
Sugarcane,285,Upper_Egypt,Summer,Clay,61.66886000000001,17575.6
Maize,915,Delta,Nile,Sandy,1.895,1733.9
Potato,151,Delta,Summer,Loamy,12.115,1829.4
Sugarcane,929,NewLands,Nile,Loamy,48.726,45266.5
Fava Beans,17,North_Coast,Winter,Sandy,2.736,46.5
Fava Beans,140,Delta,Nile,Sandy,5.006,700.8
Tomato,181,Sinai,Nile,Clay,14.055,2544.0
Wheat,232,Delta,Winter,Sandy,1.351,313.4
Wheat,499,Upper_Egypt,Winter,Clay,2.699,1346.8
Fava Beans,106,North_Coast,Winter,Loamy,3.52,373.1
Fava Beans,153,Delta,Winter,Loamy,4.737,724.8
Fava Beans,158,North_Coast,Winter,Clay,3.754,593.1
Sugarcane,980,Upper_Egypt,Nile,Loamy,48.87,47892.6
Tomato,24,Delta,Nile,Loamy,12.67,304.1
Wheat,140,Upper_Egypt,Winter,Sandy,1.633,228.6
Cotton,237,Delta,Summer,Clay,1.115,264.3
Tomato,102,Upper_Egypt,Winter,Loamy,13.381,1364.9
Tomato,157,Delta,Summer,Sandy,9.885,1551.9
Tomato,24,North_Coast,Nile,Sandy,11.833,284.0
Maize,558,NewLands,Summer,Loamy,3.14,1752.1
Cotton,65,NewLands,Summer,Clay,1.135,73.8
Cotton,283,Upper_Egypt,Summer,Sandy,0.898,254.1
Sugarcane,308,Upper_Egypt,Summer,Clay,50.791,15643.6
Tomato,74,Delta,Nile,Clay,10.766,796.7
Cotton,58,Upper_Egypt,Summer,Calcareous,0.878,50.9
Maize,669,Delta,Summer,Clay,3.681,2462.6
Tomato,138,Sinai,Summer,Loamy,10.581,1460.2
Cotton,133,Upper_Egypt,Summer,Clay,1.208,160.7
Tomato,198,Delta,Nile,Sandy,17.832,3530.7
Tomato,147,Sinai,Nile,Loamy,21.80057,3204.7
Wheat,104,Upper_Egypt,Winter,Loamy,3.05,317.2
Rice,735,Delta,Summer,Loamy,4.333,3184.8
Sugarcane,992,Upper_Egypt,Summer,Clay,60.144,59662.8
Cotton,183,Delta,Summer,Clay,1.105,202.2
Wheat,399,North_Coast,Winter,Clay,2.921,1165.5
Potato,18,Sinai,Winter,Loamy,12.972,233.5
Cotton,250,Delta,Summer,Clay,1.152,288.0
Fava Beans,129,Upper_Egypt,Winter,Clay,5.365,692.1
Wheat,327,Upper_Egypt,Winter,Clay,1.627,532.0
Tomato,196,Sinai,Winter,Clay,18.761,3677.2
Rice,224,North_Coast,Summer,Clay,4.607,1032.0
Rice,139,Delta,Summer,Loamy,3.613,502.2
Tomato,140,Upper_Egypt,Nile,Clay,17.129,2398.1
Potato,22,Sinai,Winter,Clay,10.335,227.4
Maize,17,NewLands,Summer,Loamy,3.171,53.9
Tomato,29,North_Coast,Nile,Loamy,20.202,585.9
Sugarcane,667,NewLands,Summer,Loamy,42.831,28568.3
Cotton,239,Upper_Egypt,Summer,Sandy,0.962,229.9
Maize,676,NewLands,Summer,Clay,3.111,2103.0
Rice,332,Delta,Summer,Clay,4.738,1573.0
Maize,170,Upper_Egypt,Summer,Calcareous,3.112,529.0
Wheat,38,Upper_Egypt,Winter,Sandy,1.51,57.4
Cotton,217,Upper_Egypt,Summer,Loamy,1.336,289.9
Cotton,109,NewLands,Summer,Clay,1.132,123.4
Potato,101,Delta,Winter,Sandy,11.908,1202.7
Maize,196,Delta,Summer,Loamy,3.409,668.2
Tomato,44,North_Coast,Nile,Sandy,13.4,589.6
Cotton,70,Upper_Egypt,Summer,Loamy,1.326,92.8
Sugarcane,35,Upper_Egypt,Summer,Sandy,44.261,1549.1
Potato,277,North_Coast,Summer,Loamy,12.083,3347.0
Cotton,62,Upper_Egypt,Summer,Clay,1.003,62.2
Fava Beans,196,Delta,Winter,Clay,5.68,1113.3
Wheat,62,NewLands,Winter,Loamy,2.348,145.6
Potato,145,NewLands,Winter,Sandy,10.932,1585.1
Sugarcane,999,Upper_Egypt,Nile,Sandy,40.456,40415.5
Wheat,289,Upper_Egypt,Winter,Loamy,2.83,817.9
Cotton,25,NewLands,Summer,Clay,1.077,26.9
Maize,940,NewLands,Summer,Sandy,2.304,2165.8
Wheat,122,Upper_Egypt,Winter,Sandy,1.187,144.8
Tomato,187,North_Coast,Nile,Calcareous,12.616,2359.2
Wheat,207,North_Coast,Nile,Clay,2.43,503.0
Wheat,143,North_Coast,Winter,Loamy,2.57,367.5
Tomato,1,Delta,Nile,Clay,14.59,14.6
Sugarcane,852,Upper_Egypt,Summer,Clay,44.92,38271.8
Rice,216,Delta,Nile,Clay,3.578,772.8
Maize,400,Delta,Summer,Calcareous,2.835,1134.0
Maize,622,Delta,Summer,Loamy,4.07,2531.5
Maize,984,NewLands,Summer,Clay,2.217,2181.5
Rice,7,Delta,Summer,Clay,4.906,34.3
Maize,458,Delta,Summer,Sandy,2.736,1253.1
Maize,731,Delta,Nile,Loamy,2.723,1990.5
Sugarcane,833,Upper_Egypt,Summer,Loamy,57.051,47523.5
Rice,760,Delta,Summer,Clay,5.024,3818.2
Fava Beans,167,Delta,Winter,Loamy,6.055,1011.2
Potato,197,Delta,Winter,Sandy,11.338,2233.6
Sugarcane,260,NewLands,Summer,Clay,46.665,12132.9
Potato,208,NewLands,Winter,Loamy,10.052,2090.8
Tomato,166,Sinai,Summer,Loamy,14.573,2419.1
Cotton,119,Delta,Summer,Sandy,0.91,108.3
Wheat,13,Upper_Egypt,Winter,Loamy,1.847,24.0
Tomato,156,Sinai,Nile,Clay,6.779,1057.5
Cotton,32,Delta,Summer,Sandy,1.24,39.7
Rice,728,NewLands,Summer,Loamy,3.583,2608.4
Potato,77,Delta,Winter,Loamy,13.673,1052.8
Rice,532,Delta,Summer,Loamy,3.704,1970.5
Sugarcane,564,NewLands,Summer,Clay,47.861,26993.6
Maize,828,NewLands,Summer,Clay,2.786,2306.8
Tomato,20,North_Coast,Winter,Loamy,10.462,209.2
Fava Beans,178,Upper_Egypt,Winter,Calcareous,4.348,773.9
Wheat,408,North_Coast,Winter,Clay,1.742,710.7
Cotton,105,Delta,Summer,Calcareous,0.904,94.9
Sugarcane,310,NewLands,Summer,Clay,40.184,12457.0
Wheat,229,NewLands,Winter,Clay,2.208,505.6
Maize,326,Delta,Summer,Loamy,2.97,968.2
Sugarcane,144,Upper_Egypt,Summer,Sandy,37.927,5461.5
Maize,704,Delta,Summer,Clay,3.073,2163.4
Wheat,222,Sinai,Winter,Loamy,1.492,331.2
Wheat,182,Delta,Winter,Clay,2.553,464.6
Fava Beans,191,Upper_Egypt,Winter,Loamy,5.179,989.2
Wheat,444,Delta,Nile,Sandy,2.134,947.5
Rice,68,Delta,Nile,Clay,2.834,192.7
Sugarcane,122,Upper_Egypt,Nile,Sandy,46.233,5640.4
Sugarcane,866,Upper_Egypt,Summer,Sandy,47.588,41211.2
Rice,196,North_Coast,Summer,Clay,3.995,783.0
Wheat,308,Delta,Winter,Sandy,1.866,574.7
Potato,28,Sinai,Winter,Loamy,14.414,403.6
Cotton,240,Delta,Summer,Calcareous,0.808,193.9
Maize,619,Upper_Egypt,Summer,Loamy,3.992,2471.0
Rice,190,Delta,Summer,Clay,2.866,544.5
Wheat,171,Delta,Winter,Clay,1.397,238.9
Tomato,180,Sinai,Nile,Clay,12.912,2324.2
Fava Beans,162,Delta,Winter,Clay,4.994,809.0
Sugarcane,998,NewLands,Summer,Loamy,46.557,46463.9
Fava Beans,59,Sinai,Winter,Loamy,3.996,235.8
Sugarcane,493,Upper_Egypt,Summer,Sandy,33.209,16372.0
Maize,42,Delta,Summer,Clay,1.317,55.3
Wheat,417,Delta,Winter,Sandy,2.307,962.0
Cotton,164,Upper_Egypt,Summer,Clay,0.95,155.8
Fava Beans,82,North_Coast,Winter,Sandy,4.395,360.4
Tomato,20,North_Coast,Nile,Calcareous,10.704,214.1
Cotton,180,NewLands,Summer,Sandy,0.942,169.6
Rice,219,Delta,Summer,Clay,5.120720000000001,1121.4
Rice,319,Delta,Summer,Clay,5.120720000000001,1633.5
Tomato,161,Upper_Egypt,Nile,Sandy,14.486,2332.2
Tomato,168,Upper_Egypt,Nile,Clay,8.613,1447.0
Maize,714,Delta,Summer,Clay,3.449,2462.6
Tomato,24,North_Coast,Nile,Loamy,19.037,456.9
Tomato,68,Upper_Egypt,Nile,Loamy,14.771,1004.4
Fava Beans,93,Delta,Nile,Sandy,3.719,345.9
Rice,752,North_Coast,Summer,Clay,3.405,2560.6
Fava Beans,64,North_Coast,Winter,Sandy,5.02,321.3
